DOI,Title,Authors,Year,References,Score,Layer
10.1080/02643298708252038,Visual object processing in optic aphasia: A case of semantic access agnosia,M. Jane Riddoch; Glyn W. Humphreys,1987.0,,,3
10.1162/089892999563472,Can Face Recognition Really be Dissociated from Object Recognition?,Isabel Gauthier; Marlene Behrmann; Michael J. Tarr,1999.0,,,3
10.1037/h0027474,Looking at upside-down faces.,Robert K. Yin,1969.0,,,3
10.1080/14640749308401045,Parts and Wholes in Face Recognition,James W. Tanaka; Martha J. Farah,1993.0,,,3
10.1146/annurev.ne.18.030195.001205,Neural Mechanisms of Selective Visual Attention,Robert Desimone; John Duncan,1995.0,,,3
10.1038/380621a0,What is rivalling during binocular rivalry?,Nikos K. Logothetis; David A. Leopold; David L. Sheinberg,1996.0,,,3
10.1037/0033-295x.96.1.145,A neural theory of binocular rivalry.,Randolph Blake,1989.0,,,3
10.1038/379549a0,Activity changes in early visual cortex reflect monkeys' percepts during binocular rivalry,David A. Leopold; Nikos K. Logothetis,1996.0,,,3
10.1126/science.2772635,Neuronal Correlates of Subjective Visual Perception,Nikos K. Logothetis; Jeffrey D. Schall,1989.0,,,3
10.1016/0042-6989(82)90010-4,Binocular rivalry: Suppression depends on orientation and spatial frequency,M. Fahle,1982.0,,,3
10.1016/0042-6989(84)90044-0,Reversing ocular dominance and suppression in a single flash,Jeremy M. Wolfe,1984.0,,,3
10.1152/jn.1990.64.2.351,Temporal encoding of two-dimensional patterns by single units in primate primary visual cortex. I. Stimulus-response relations,B. J. Richmond; L. M. Optican; H. Spitzer,1990.0,,,3
10.1007/978-1-4757-1904-8,Principal Component Analysis,I. T. Jolliffe,1986.0,,,3
10.1177/0883073891006001s11,The Neuroanatomy and Neurophysiology of Attention,C.L. Colby,1991.0,,,3
10.1126/science.270.5237.764,The Brain's Visual World: Representation of Visual Targets in Cerebral Cortex,John H. R. Maunsell,1995.0,,,3
10.1152/jn.1998.80.6.2918,Responses of Neurons in Inferior Temporal Cortex During Memory-Guided Visual Search,Leonardo Chelazzi; John Duncan; Earl K. Miller; Robert Desimone,1998.0,,,3
10.1152/jn.1997.78.1.199,Stimulus-Dependent Modulation of Spike Burst Length in Cat Striate Cortical Cells,B. C. Debusk; E. J. Debruyn; R. K. Snider; J. F. Kabara; A. B. Bonds,1997.0,,,3
10.1038/77722,Form representation in monkey inferotemporal cortex is virtually unaltered by free viewing,James J. DiCarlo; John H. R. Maunsell,2000.0,,,3
10.1007/bf00237333,Enhanced activation of neurons in prelunate cortex before visually guided saccades of trained rhesus monkeys,B. Fischer; R. Boch,1981.0,,,3
10.1097/00001756-199806220-00045,"Neural activity in areas V1, V2 and V4 during free viewing of natural scenes compared to controlled viewing",Jack L. Gallant; Charles E. Connor; David C. Van Essen,1998.0,,,3
10.1093/cercor/4.5.455,How Inferior Temporal Cortex Became a Visual Area,Charles G. Gross,1994.0,,,3
10.1007/bf00241967,Relationship of presaccadic activity in frontal eye field and supplementary eye field to saccade initiation in macaque: Poisson spike train analysis,DougP. Hanes; KirkG. Thompson; JeffreyD. Schall,1995.0,,,3
10.1037/0096-1523.13.3.449,Effects of foveal priming and extrafoveal preview on object identification.,John M. Henderson; Alexander Pollatsek; Keith Rayner,1987.0,,,3
10.1152/jn.1995.73.1.218,Size and position invariance of neuronal responses in monkey inferotemporal cortex,M. Ito; H. Tamura; I. Fujita; K. Tanaka,1995.0,,,3
10.1152/jn.1998.80.1.324,Effects of Shape-Discrimination Training on the Selectivity of Inferotemporal Cells in Adult Monkeys,Eucaly Kobatake; Gang Wang; Keiji Tanaka,1998.0,,,3
10.1016/0042-6989(94)00279-u,The role of attention in the programming of saccades,Eileen Kowler; Eric Anderson; Barbara Dosher; Erik Blaser,1995.0,,,3
10.1152/jn.1985.53.4.926,Bursts and recurrences of bursts in the spike trains of spontaneously active striate cortex neurons,C. R. Legendy; M. Salcman,1985.0,,,3
10.1016/s0166-2236(96)10070-9,Bursts as a unit of neural information: making unreliable synapses reliable,J Lisman,1997.0,,,3
10.1101/sqb.1996.061.01.006,,,1996.0,,,3
10.1093/cercor/4.5.523,Inferior Temporal Mechanisms for Invariant Object Recognition,Andreas Lueschow; Earl K. Miller; Robert Desimone,1994.0,,,3
10.1037/0033-295x.98.3.409,The adaptive nature of human categorization.,John R. Anderson,1991.0,,,3
10.3758/bf03196968,Ad hoc categories,Lawrence W. Barsalou,1983.0,,,3
10.1364/josaa.10.000759,Recognition polynomials,Bruce M. Bennett; Donald D. Hoffman; Chetan Prakash,1993.0,,,3
10.1037/0096-1523.18.1.121,Size invariance in visual object priming.,Irving Biederman; Eric E. Cooper,1992.0,,,3
10.1037/0096-1523.21.6.1506,Viewpoint-dependent mechanisms in visual object recognition: Reply to Tarr and Bülthoff (1995).,Irving Biederman; Peter C. Gerhardstein,1995.0,,,3
10.1037/0278-7393.13.4.640,Sexing day-old chicks: A case study and expert systems analysis of a difficult perceptual-learning task.,Irving Biederman; Margaret M. Shiffrar,1987.0,,,3
10.1113/jphysiol.1969.sp008862,On the existence of neurones in the human visual system selectively sensitive to the orientation and size of retinal images,C. Blakemore; F. W. Campbell,1969.0,,,3
10.3758/bf03197620,Typicality effects in logically defined categories,Lyle E. Bourne,1982.0,,,3
10.1037/0033-295x.83.1.1,"Implications of sustained and transient channels for theories of visual pattern masking, saccadic suppression, and information processing.",Bruno G. Breitmeyer; Leo Ganz,1976.0,,,3
10.1007/978-94-009-4420-6_17,The Influence of Race on Face Recognition,J. C. Brigham,1986.0,,,3
10.2307/1292061,A Study of Thinking,Jerome S. Bruner; Jacqueline J. Goodnow; George A. Austin,1957.0,,,3
10.1109/tcom.1983.1095851,The Laplacian Pyramid as a Compact Image Code,P. Burt; E. Adelson,1983.0,,,3
10.1113/jphysiol.1968.sp008574,Application of fourier analysis to the visibility of gratings,F. W. Campbell; J. G. Robson,1968.0,,,3
10.1109/tpami.1986.4767851,A Computational Approach to Edge Detection,John Canny,1986.0,,,3
10.1098/rstb.1992.0012,Becoming a face expert,,1992.0,,,3
10.1148/radiology.138.2.7455116,The effect of search time on perception.,E E Christensen; R C Murry; K Holland; J Reynolds; M J Landay; J G Moore,1981.0,,,3
10.1037/0033-2909.111.2.291,Explaining basic categories: Feature predictability and information.,James E. Corter; Mark A. Gluck,1992.0,,,3
10.1073/pnas.93.21.12046,Faithful representation of similarities among three-dimensional shapes in human vision.,F Cutzu; S Edelman,1996.0,,,3
10.1016/0042-6989(75)90098-x,Precise recording of human eye movements,H. Collewijn; F. van der Mark; T.C. Jansen,1975.0,,,3
10.1152/jappl.1966.21.3.1068,A method for measuring horizontal and vertical eye movement chronically in the monkey.,A F Fuchs; D A Robinson,1966.0,,,3
10.1109/tbmel.1963.4322822,A Method of Measuring Eye Movemnent Using a Scieral Search Coil in a Magnetic Field,,1963.0,,,3
10.1152/jn.1969.32.5.727,Visual receptive fields of striate cortex neurons in awake monkeys.,R H Wurtz,1969.0,,,3
10.1111/j.1460-9568.2006.04888.x,"Elements of a neurobiological theory of hippocampal function: the role of synaptic plasticity, synaptic tagging and schemas",R. G. M. Morris,2006.0,,,3
10.1098/rstb.1971.0078,Simple memory: a theory for archicortex,,1971.0,,,3
10.1037/h0044212,Perseverative neural processes and consolidation of the memory trace.,Stephen E. Glickman,1961.0,,,3
10.1126/science.153.3742.1351,Time-Dependent Processes in Memory Storage,James L. McGaugh,1966.0,,,3
10.1038/nature01964,Cellular networks underlying human spatial navigation,Arne D. Ekstrom; Michael J. Kahana; Jeremy B. Caplan; Tony A. Fields; Eve A. Isham; Ehren L. Newman; Itzhak Fried,2003.0,,,3
10.1126/science.8351520,Dynamics of the Hippocampal Ensemble Code for Space,Matthew A. Wilson; Bruce L. McNaughton,1993.0,,,3
10.1523/jneurosci.15-11-07079.1995,Interactions between location and task affect the spatial and directional firing of hippocampal neurons,EJ Markus; YL Qin; B Leonard; WE Skaggs; BL McNaughton; CA Barnes,1995.0,,,3
10.1523/jneurosci.2864-06.2007,Goal-Related Activity in Hippocampal Place Cells,Vincent Hok; Pierre-Pascal Lenck-Santini; Sébastien Roux; Etienne Save; Robert U. Muller; Bruno Poucet,2007.0,,,3
10.1523/jneurosci.21-05-01635.2001,Accumulation of Hippocampal Place Fields at the Goal Location in an Annular Watermaze Task,Stig A. Hollup; Sturla Molden; James G. Donnett; May-Britt Moser; Edvard I. Moser,2001.0,,,3
10.1038/nrn1385,"NMDA receptors, place cells and hippocampal spatial memory",Kazu Nakazawa; Thomas J. McHugh; Matthew A. Wilson; Susumu Tonegawa,2004.0,,,3
10.1016/s0896-6273(00)00135-5,Ensemble Patterns of Hippocampal CA3-CA1 Neurons during Sharp Wave–Associated Population Events,Jozsef Csicsvari; Hajime Hirase; Akira Mamiya; György Buzsáki,2000.0,,,3
10.1093/cercor/6.2.81,The Hippocampo-Neocortical Dialogue,G. Buzsáki,1996.0,,,3
10.1126/science.1589772,High-frequency network oscillation in the hippocampus,György Buzsáki; Zsolt Horváth; Ronald Urioste; Jamille Hetke; Kensall Wise,1992.0,,,3
10.1523/jneurosci.16-09-03056.1996,High-Frequency Oscillations in the Output Networks of the Hippocampal–Entorhinal Axis of the Freely Behaving Rat,James J. Chrobak; Gyorgy Buzsáki,1996.0,,,3
10.1126/science.274.5288.771,Control of Spatiotemporal Coherence of a Thalamic Oscillation by Corticothalamic Feedback,Diego Contreras; Alain Destexhe; Terrence J. Sejnowski; Mircea Steriade,1996.0,,,3
10.1002/cne.903130404,Distribution of hippocampal CA1 and subicular efferents in the prefrontal cortex of the rat studied by means of anterograde transport of <i>Phaseolus vulgaris</i>‐leucoagglutinin,Thérèse M. Jay; Menno P. Witter,1991.0,,,3
10.1016/0304-3940(90)90069-l,Long-term potentiation in the prefrontal cortex following stimulation of the hippocampal CA1/subicular region,Serge Laroche; Thérèse M. Jay; Anne-Marie Thierry,1990.0,,,3
10.1523/jneurosci.17-17-06783.1997,"Cellular–Synaptic Generation of Sleep Spindles, Spike-and-Wave Discharges, and Evoked Thalamocortical Responses in the Neocortex of the Rat",Adam Kandel; György Buzsáki,1997.0,,,3
10.1016/0306-4522(92)90516-5,Potentiation of electroencephalographic spindles by ibotenate microinjections into nucleus reticularis thalami of cats,G. Marini; G. Macchi; M. Mancia,1992.0,,,3
10.1146/annurev.neuro.20.1.185,SLEEP AND AROUSAL: Thalamocortical Mechanisms,David A. McCormick; Thierry Bal,1997.0,,,3
10.1152/ajplegacy.1941.135.2.281,A STUDY OF THALAMO-CORTICAL RELATIONS,R. S. Morison; E. W. Dempsey,1941.0,,,3
10.1523/jneurosci.09-08-02907.1989,Influences of hippocampal place cell firing in the awake state on the activity of these cells during subsequent sleep episodes,C Pavlides; J Winson,1989.0,,,3
10.1098/rstb.1997.0139,Memory reprocessing in corticocortical and hippocampocortical neuronal ensembles,Yu-Lin Qin; Bruce L. Mcnaughton; William E. Skaggs; Carol A. Barnes,1997.0,,,3
10.1152/jn.1961.24.1.26,ELECTRICAL PATTERNS OF AUGMENTING AND RECRUITING WAVES IN DEPTHS OF SENSORIMOTOR CORTEX OF CAT,W. Alden Spencer; John M. Brookhart,1961.0,,,3
10.1152/jn.1961.24.1.50,A STUDY OF SPONTANEOUS SPINDLE WAVES IN SENSORIMOTOR CORTEX OF CAT,W. Alden Spencer; John M. Brookhart,1961.0,,,3
10.1152/jn.1985.54.6.1473,Abolition of spindle oscillations in thalamic neurons disconnected from nucleus reticularis thalami,M. Steriade; M. Deschenes; L. Domich; C. Mulle,1985.0,,,3
10.1152/jn.1987.57.1.260,The deafferented reticular thalamic nucleus generates spindle rhythmicity,M. Steriade; L. Domich; G. Oakson; M. Deschenes,1987.0,,,3
10.1126/science.8235588,Thalamocortical Oscillations in the Sleeping and Aroused Brain,Mircea Steriade; David A. McCormick; Terrence J. Sejnowski,1993.0,,,3
10.1523/jneurosci.13-08-03252.1993,A novel slow (&lt; 1 Hz) oscillation of neocortical neurons in vivo: depolarizing and hyperpolarizing components,M Steriade; A Nunez; F Amzica,1993.0,,,3
10.1523/jneurosci.13-08-03266.1993,Intracellular analysis of relations between the slow (&lt; 1 Hz) neocortical oscillation and other sleep rhythms of the electroencephalogram,M Steriade; A Nunez; F Amzica,1993.0,,,3
10.1038/35094565,Dynamic predictions: Oscillations and synchrony in top–down processing,Andreas K. Engel; Pascal Fries; Wolf Singer,2001.0,,,3
10.1126/science.1070502,Oscillations and Sparsening of Odor Representations in the Mushroom Body,Javier Perez-Orive; Ofer Mazor; Glenn C. Turner; Stijn Cassenaer; Rachel I. Wilson; Gilles Laurent,2002.0,,,3
10.1073/pnas.161274398,Firing rates of hippocampal neurons are preserved during subsequent sleep episodes and modified by novel awake experience,Hajime Hirase; Xavier Leinekugel; András Czurkó; Jozsef Csicsvari; György Buzsáki,2001.0,,,3
10.1126/science.1071111,Correlated Bursts of Activity in the Neonatal Hippocampus in Vivo,Xavier Leinekugel; Rustem Khazipov; Robert Cannon; Hajime Hirase; Yehezkel Ben-Ari; György Buzsáki,2002.0,,,3
10.1152/jn.2001.86.1.1,Impact of Network Activities on Neuronal Properties in Corticothalamic Systems,M. Steriade,2001.0,,,3
10.1016/s0896-6273(02)00586-x,Theta Oscillations in the Hippocampus,György Buzsáki,2002.0,,,3
10.1523/jneurosci.15-01-00030.1995,Sharp wave-associated high-frequency oscillation (200 Hz) in the intact hippocampus: network and intracellular mechanisms,A Ylinen; A Bragin; Z Nadasdy; G Jando; I Szabo; A Sik; G Buzsaki,1995.0,,,3
10.1016/0031-9384(92)90134-n,The sequential hypothesis of sleep function. III. The structure of postacquisition sleep in learning and nonlearning rats,M AMBROSINI; M LANGELLA; U GIRONICARNEVALE; A GIUDITTA,1992.0,,,3
10.1111/j.1460-9568.1993.tb00493.x,The Structure of Sleep is Related to the Learning Ability of Rats,M. V. Ambrosini; G. Mariucci; L. Colarieti; G. Bruschelli; C. Carobi; A. Giuditta,1993.0,,,3
10.1152/jn.1995.73.1.20,Short- and long-range neuronal synchronization of the slow (&lt; 1 Hz) cortical oscillation,F. Amzica; M. Steriade,1995.0,,,3
10.1126/science.8511592,Rapid Remodeling of Axonal Arbors in the Visual Cortex,Antonella Antonini; Michael P. Stryker,1993.0,,,3
10.1101/lm.46502,The Time Course of Neural Changes Underlying Auditory Perceptual Learning,Mercedes Atienza; Jose L. Cantero; Elena Dominguez-Marin,2002.0,,,3
10.1162/089892904322755557,Posttraining Sleep Enhances Automaticity in Perceptual Discrimination,Mercedes Atienza; Jose L. Cantero; Robert Stickgold,2004.0,,,3
10.1016/s0301-0082(03)00018-2,Cellular and molecular connections between sleep and synaptic plasticity,Joel H Benington; Marcos G Frank,2003.0,,,3
10.1038/382252a0,Consolidation in human motor memory,Thomas Brashers-Krug; Reza Shadmehr; Emilio Bizzi,1996.0,,,3
10.1007/bf00711551,Pontogeniculooccipital waves: spontaneous visual system activity during rapid eye movement sleep,Clifton W. Callaway; Ralph Lydic; Helen A. Baghdoyan; J. Allan Hobson,1987.0,,,3
10.1523/jneurosci.23-34-10897.2003,Sleep-Dependent θ Oscillations in the Human Hippocampus and Neocortex,Jose L. Cantero; Mercedes Atienza; Robert Stickgold; Michael J. Kahana; Joseph R. Madsen; Bernat Kocsis,2003.0,,,3
10.1146/annurev.ps.41.020190.003013,The Atonia and Myoclonia of Active (REM) Sleep,M H Chase; F R Morales,1990.0,,,3
10.2466/pms.1972.34.1.283,Effect of Rem Sleep Deprivation on Learning and Recall by Humans,D. A. Chernik,1972.0,,,3
10.1093/sleep/2.2.193,Sentence Memory and Sleep: A Pilot Study,C. Cipolli; P. Salzarulo,1979.0,,,3
10.1016/s0169-328x(98)00057-6,Differences in gene expression between sleep and waking as revealed by mRNA differential display,Chiara Cirelli; Giulio Tononi,1998.0,,,3
10.1016/s0006-8993(00)03008-0,Gene expression in the brain across the sleep–waking cycle11Published on the World Wide Web on 30 October 2000.,Chiara Cirelli; Giulio Tononi,2000.0,,,3
10.1093/sleep/23.4.9,On the Functional Significance of c-fos Induction During the Sleep-waking Cycle,Chiara Cirelli; Giulio Tononi,2000.0,,,3
10.1016/s0896-6273(03)00814-6,Extensive and Divergent Effects of Sleep and Wakefulness on Brain Gene Expression,Chiara Cirelli; Christina M. Gutierrez; Giulio Tononi,2004.0,,,3
10.1152/jn.1997.78.1.335,Intracellular and Computational Characterization of the Intracortical Inhibitory Control of Synchronized Thalamic Inputs In Vivo,Diego Contreras; Alain Destexhe; Mircea Steriade,1997.0,,,3
10.1038/304111a0,The function of dream sleep,Francis Crick; Graeme Mitchison,1983.0,,,3
10.1101/lm.73504,Hippocampal sharp wave bursts coincide with neocortical “up-state” transitions,Francesco P. Battaglia; Gary R. Sutherland; Bruce L. McNaughton,2004.0,,,3
10.1111/j.2517-6161.1995.tb02031.x,Controlling the False Discovery Rate: A Practical and Powerful Approach to Multiple Testing,Yoav Benjamini; Yosef Hochberg,1995.0,,,3
10.1214/aos/1013699998,The control of the false discovery rate in multiple testing under dependency,Yoav Benjamini; Daniel Yekutieli,2001.0,,,3
10.1038/35036213,A cortical–hippocampal system for declarative memory,Howard Eichenbaum,2000.0,,,3
